id,name,popularity,duration_ms,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3vbqb78xzvD3CJl7ZeW83c,Ain't Nobody (Loves Me Better),44,186147,Jasmine Thompson,2TL8gYTNgD6nXkyuUdDrMg,2015-04-03,0.777,0.564,2,-6.967,0,0.0315,0.683,0.000252,0.0696,0.465,117.973,4
2wVMDuey99yijnWsbj9qWc,Memories - Radio Edit,4,198960,Cara Salimando,3x4KGKJgPLDPzLnx30KONv,2015-03-09,0.538,0.64,0,-7.022,1,0.0383,0.0168,0.0,0.0761,0.392,130.051,4
3FBe04HyD6RmsfFwQy8t9X,Fight for You,22,322595,Fareoh,1nVIHTQpQ8WroXnbc9TbD5,2015-07-10,0.577,0.826,10,-4.398,0,0.038,0.0201,0.0054,0.0874,0.0586,109.913,4
5QzaWDBWol65Vu5tK5qo3I,Reality (feat. Janieck Devy) - Radio Edit,44,158474,Janieck Devy,5gtYjyZlmPOc1lLHvYzCON,2015-06-16,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,4
3NBDgwEAGMj0aKRsU8zoO9,Rivers,55,207833,Thomas Jack,6JmzdIDSQdeHg0pocIascm,2015-07-10,0.574,0.809,0,-5.787,0,0.0565,0.149,6.99e-06,0.129,0.471,122.005,4
3aDPsqs10pknWM3RlXFghR,Aftershock (feat. DEV),0,224153,DEV,7Ip2u3e5Nv6fFb5xyIHxEE,2015-07-17,0.62,0.868,7,-2.516,0,0.111,0.0184,0.0,0.0983,0.212,128.013,4
6m3ZWIXhjoV76syT1j2oE9,Coming Over (feat. James Hersey),53,178333,James Hersey,0lzV2CiahHRiGd6qpADtPS,2015-08-14,0.631,0.661,5,-5.5,0,0.0999,0.227,1.43e-06,0.166,0.698,174.031,4
53U9drI211JEoDw7DyxPuv,Beautiful (It Hurts),28,194763,Project 46,2RhRT6DNOVoDTfS0rG31pZ,2015-07-10,0.549,0.843,6,-3.124,0,0.0503,0.049,0.0,0.11,0.367,130.145,4
1gNj8JoisgQZQmrcpfx9E5,Say My Name (Remix),0,222240,Zyra,0DGAOR3KtqWwWSwDzhzqOa,2015-08-15,0.617,0.896,6,-5.262,0,0.0653,0.00901,0.0,0.635,0.6,125.057,4
2bKhIGdMdcqCqQ2ZhSv5nE,Middle,0,220573,Bipolar Sunshine,0CjWKoS55T7DOt0HJuwF1H,2015-10-16,0.564,0.737,9,-4.079,1,0.0414,0.0175,0.0,0.054,0.211,104.764,4
1lx3AG1sWLBX7kHfs4HM4i,Never Leave - Extended Mix,18,276040,DVBBS,5X4LWwbUFNzPkEas04uU82,2015-10-02,0.615,0.872,0,-2.914,1,0.0433,0.0275,9.98e-06,0.352,0.287,127.878,4
40MkEbKzuSW9ET6HBngqnK,Light It Up (feat. Nyla & Fuse ODG) [Remix],0,166138,Fuse ODG,374sWpAJsbZckf98df2jJJ,2015-11-27,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,4
1NB0VPwAw6Rx8b9qvDKB5M,Automatic,49,230720,AlunaGeorge,2VAnyOxzJuSAj7XIuEOT38,2015-11-06,0.791,0.679,6,-6.879,1,0.0511,0.0129,0.0921,0.364,0.73,121.993,4
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,79,208373,Daya,6Dd3NScHWwnW6obMFbl1BH,2016-02-05,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4
6YM5xxCCtLcAr0Zeyi8Vwm,Breathe,0,202895,Glude,3cYYy7zq8SnJqC4DV1oSOZ,2016-03-26,0.547,0.81,3,-4.034,0,0.0288,0.0547,0.00027,0.376,0.505,95.038,4
7tXmBBgT63vF4Y30Aq8PrO,Bring Me Back,25,187500,Kreesha Turner,5jrXeH1yhdshRakLMBtkdO,2015-09-07,0.588,0.889,8,-4.206,1,0.0272,0.0693,0.00286,0.0642,0.442,127.988,4
0oVV8eXxL1EP6AAfPXZuFq,Nobody Does it Better,0,148293,Michael Calfan,4CuipEvwcoQggmCV8jpKF9,2016-02-12,0.679,0.839,0,-5.579,1,0.0303,0.000772,0.00173,0.0772,0.566,123.041,4
1zKL8G85Yx3T9Q84TuOCSL,Punga,38,308836,Klingande,1L9i6qZYIGQedgM9QLSyzb,2014-03-11,0.681,0.392,3,-6.538,1,0.0342,0.174,0.724,0.0746,0.302,127.956,4
13qqdlSeF8FcxsRyapDMZ0,Changes,0,345173,PNAU,6n28c9qs9hNGriNa72b26u,2013-11-15,0.822,0.704,3,-8.242,0,0.0374,0.00864,0.627,0.0633,0.255,125.999,4
4CWZOyb9YHIH06yfsvY6k1,Give Me Your Love (feat. Nile Rodgers),48,209014,Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz,2016-04-08,0.635,0.945,2,-2.298,1,0.036,0.00411,2.41e-05,0.314,0.686,125.024,4
1w90PG7ajz9dAUDTmqq7cJ,Generationwhy,29,232133,ZHU,28j8lBWDdDSHSSt5oPlsX2,2016-06-13,0.734,0.626,5,-7.206,0,0.0354,0.00612,0.0276,0.106,0.672,108.018,4
16zC5e1Sgl1FjEw0zPfG92,Talk,0,237973,George Maple,19m3oZKjGSLzVW0OGIAcNg,2016-06-03,0.723,0.816,7,-4.486,1,0.0759,0.00763,0.0,0.126,0.235,117.993,4
2I0Q1wxFRdnDYtG6Q8W47S,Winterbreak - Tiësto's Deep House Remix,43,228537,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,2016-06-03,0.699,0.725,2,-5.426,1,0.0523,0.0102,1.34e-05,0.336,0.342,113.024,4
0eOKQA1cMOTqwZQNVc1nZ6,Easy Love - Radio Edit,45,159760,Sigala,1IueXOQyABrMOprrzwQJWN,2015-08-25,0.682,0.957,9,-2.168,1,0.0645,0.223,1.55e-05,0.226,0.742,123.977,4
38lpMsuxzoOOvesBvNFZpa,Don't You Know,0,184500,Jamie N Commons,2FsZnS8gQ8jG1HGnPYNlm9,2016-06-24,0.738,0.762,2,-4.619,1,0.0645,0.0581,0.0023,0.151,0.655,119.995,4
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,78,195707,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,2016-07-29,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,4
2ZdsweqvRBAoFs5c09oJk3,Ori Tali Ma - LVNDSCAPE Remix,0,261818,LVNDSCAPE,2QlwnS23KrBeshXFyK5U6M,2015-07-13,0.679,0.825,3,-5.59,1,0.0307,0.0148,0.318,0.11,0.0837,110.011,4
4ZRfrJz6elmq7cAEizvSTO,Together As One - Radio Edit,0,174257,Dropgun,3nAdmhth5AczU6YwCJOlYh,2015-12-21,0.409,0.979,5,-1.508,0,0.0501,0.099,0.00291,0.128,0.582,127.609,4
3Zg6kO3S4FQ0jMfTIgHzyl,Oxas,52,301175,De Hofnar,1LFGVkNRmXz8jIkyPjaGNL,2013-09-13,0.756,0.591,2,-8.749,0,0.03,0.0276,0.391,0.0947,0.481,125.003,4
0LqUQOjhkgnK3GEVDO9Nvh,We're Forever (Radio Edit) [feat. Nuthin' under a Million],0,195000,Nuthin' Under A Million,03VOZqyoh7i8lPEUToEoAM,2014-06-17,0.53,0.712,0,-2.214,1,0.04,0.0285,0.0,0.0863,0.468,127.948,4
4ffXndH7BjJLaKIenlxhUX,Treasured Soul - Radio Edit,0,177600,Michael Calfan,4CuipEvwcoQggmCV8jpKF9,2015-03-02,0.622,0.833,4,-2.961,0,0.0564,0.0194,0.0181,0.325,0.4,124.973,4
0LIU3eOAwXCZlWOiHuItkj,Help Our Souls (Urban Contact Radio Edit),0,198488,NIHILS,0O7NhieDairfQvi9jr66Cx,2015-04-10,0.693,0.876,7,-4.646,1,0.226,0.0562,0.0,0.109,0.598,120.071,4
27aftq9i01N0yVKZyimwlG,Crash 2.0 (Adventure Club vs Dallask),0,254879,DallasK,7uas0F5EhsZg6KDJ7yy7rW,2015-05-04,0.66,0.652,8,-4.747,1,0.0582,0.00259,0.0,0.0673,0.167,127.977,4
0b6wdul3A5sQNpIOv03OxP,Ocean Drive,71,206320,Duke Dumont,61lyPtntblHJvA7FMMhi7E,2015-07-31,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,4
6JzCO4ZzxAXhY86vTcqM1Q,Desire - Gryffin Remix,62,268840,Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,2015-09-18,0.543,0.876,10,-5.069,0,0.0512,0.0606,0.0,0.157,0.415,122.058,4
6QBFhvziUltQUJmxaeCHKe,Higher Place - Radio Edit,27,174010,Ne-Yo,21E3waRsmPlU7jZsS13rcj,2015-07-17,0.713,0.614,7,-6.252,1,0.0733,0.245,4.1e-05,0.151,0.554,124.939,4
6Z0UrDVXwnrYa8MKhR6p8d,Running Wild (Jayceeoh Remix),0,192000,Britt Daley,4HugcRpMf7KcjdRNVUsgSw,2015-11-27,0.504,0.734,6,-5.313,0,0.0389,0.001,0.731,0.0931,0.0934,140.09,4
4ZfrNsBOo1cdl9rJMTZ2TN,Aftershock (feat. Jacquie),26,206320,Jacquie,0SuQEAJ7EMAipBdrAYO4XS,2016-01-29,0.544,0.811,8,-2.271,1,0.0515,0.052,0.0,0.121,0.188,129.011,4
0BJQWyTgZNsAIKfT1skQwM,Prelude,0,172969,Michael Calfan,4CuipEvwcoQggmCV8jpKF9,2014-09-26,0.663,0.931,7,-1.569,0,0.0894,0.123,0.801,0.159,0.328,128.066,4
4f0fTBpkiLwNh54RlCuhXW,We Don't Stop,33,255600,Kaskade,6TQj5BFPooTa08A7pk8AQ1,2015-09-25,0.669,0.825,2,-4.162,0,0.0607,0.0199,2.13e-05,0.121,0.566,124.005,4
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,67,210853,Tez Cadey,5cBeFQv3kBVP8o15CmPTKb,2015-01-26,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,4
6sI4lgKZNeOfSwXhBauEqA,Forever,10,182819,Ktpearl,0JdYQPaFwcT0OyX4cFjMWw,2016-03-14,0.516,0.913,6,-4.172,0,0.099,0.0294,0.0,0.511,0.466,128.049,4
4tRLfSHpbjlIjV97RPWr9Y,Sex,0,228361,Kris Kross Amsterdam,4LcUpNlXFEleaLlelmkv2R,2016-02-05,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,4
7ctdCk91bL7jjDx3hmbB5z,Dancer (Kygo Remix),0,394045,Didrik Thulin,2vRK8tYkzMBcd6YD67EA77,2013-12-17,0.733,0.555,0,-11.67,0,0.0401,0.0389,0.0254,0.609,0.839,119.999,4
2XknhIMPipRHJr9Z65iEdk,Come With Me,0,385120,Nora En Pure,24DO0PijjITGIEWsO8XaPs,2014-02-04,0.788,0.638,6,-7.002,0,0.0334,0.000588,0.802,0.0476,0.711,120.003,4
4r8hRPbidDIoDPphxi78aY,I Got U,0,285596,Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,2014-01-01,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,4
4h7eeTElsQMwqzFhu5u2of,Aloha,0,218400,Merryn Jeann,6PwHyGcUfjwdjT9cdsaVWT,2016-02-26,0.588,0.728,10,-5.893,0,0.171,0.198,5.67e-05,0.12,0.434,100.112,4
6ZSO7kPn8IMJFymyticbJO,Gold,62,225882,Kiiara,4u5smJBskI6Adzv08PuiUP,2016-03-22,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5
4KcVVhAaHxqtX2ANt4b3tc,Lean On,0,176561,DJ Snake,540vIaP2JwjQb9dm3aArA4,2015-03-02,0.713,0.79,7,-4.602,0,0.0574,0.00339,0.000868,0.485,0.308,98.011,4
6r4ClmGULmp1VTaYnUO4pz,Shine - Extended Mix,36,295813,Linying,5IIP34JBy1d8kBYlAGnRaW,2014-12-05,0.838,0.562,0,-7.368,0,0.0384,0.0096,0.386,0.109,0.44,123.997,4
2mCF8L0brIs88eH6Kf2h9p,Fast Car,66,212424,Dakota,2zzpznMuhKlKlqh1ma7Sms,2015-12-04,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,4
02r2uE8nEHpJAvFFttQxqh,Fakin It (feat. Ofelia K),46,246750,Ofelia K,29iw18MxnVp5gLozO7e2HE,2016-05-20,0.542,0.728,2,-4.22,1,0.0383,0.00226,0.00242,0.236,0.13,123.982,4
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,80,222160,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2016-04-29,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
2VYiQ9ijG3NER2aevaxzDi,How to Love (feat. Sofia Reyes),0,219240,Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,2016-04-29,0.673,0.894,0,-2.73,1,0.0594,0.148,3.4e-06,0.141,0.63,118.894,4
217xrcrbBtgJhvlHicxTSH,Say It (feat. Tove Lo),0,262521,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,2016-04-21,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,4
3yIQcwR3yRfYsnXotEJeJ1,Silence ft. Dave Thomas Junior,0,209754,Dave Thomas Junior,0mUIey7n1U90IScto35rX7,2016-04-15,0.727,0.674,11,-5.46,1,0.0581,0.32,0.0036,0.111,0.353,121.919,4
2ig0x2zNvcOugS1Z0YCnHb,Is It Love,45,228960,Yeah Boy,42ZsyPZ66sNbbjyeY9G2Au,2016-04-08,0.643,0.742,9,-7.2,1,0.0412,0.0671,0.00379,0.161,0.294,125.001,4
7sG2bWi2eDtvX9vX8yC1Gn,Inside Out,54,233773,Charlee,6qaQDRYp95AylkA1FnEI3Q,2016-04-01,0.545,0.65,7,-5.853,0,0.0315,0.00308,7.98e-06,0.122,0.121,143.937,4
7zsXy7vlHdItvUSH8EwQss,Cold Water,67,185360,MØ,0bdfiayQAKewqEvaU6rXCv,2016-07-22,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,4
6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,67,212647,Seeb,5iNrZmtVMtYev5M9yoWpEq,2016-03-25,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,4
72xvRETEsd5hS1RfduciRi,Let Me Hold You (Turn Me On),0,162425,Dante Klein,1b4DN8Vj0dnj5cceMFsRYN,2016-04-13,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,83,244960,Halsey,26VFTg2z8YR0cCuwLzESi2,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,82,205947,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2016-08-05,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4
1hdEBYBNu8qGxrVRgBZg3v,Anywhere I Go,0,199959,Vicetone,0daugAjUgbJSqdlyYNwIbT,2016-08-05,0.667,0.783,11,-2.354,0,0.0313,0.146,0.000113,0.144,0.504,107.955,4
1Te8WIfLudxjHTr66BL0JK,Perfect Strangers,0,196613,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,2016-06-03,0.731,0.822,1,-5.305,1,0.0459,0.394,0.0,0.288,0.708,118.021,4
4qqArAiTPueDxIp7cf87h7,Final Song,65,235827,MØ,0bdfiayQAKewqEvaU6rXCv,2016-05-13,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,4
6yrOS1fhNjS9QjhoixoLTl,Keep Up,29,232500,Steph Jones,1Aed7wBQiH5LSDMmQWnGZw,2016-08-12,0.636,0.861,4,-1.521,0,0.0694,0.0517,0.000474,0.277,0.443,117.923,4
5dyDkXi1bnQKSyIdO0JXp8,Hundred Miles,28,172413,Gabriela Richardson,69YKwunlA0xl2yMS12cyMu,2015-10-16,0.479,0.714,7,-3.776,0,0.109,0.025,0.0153,0.206,0.49,98.23,4
4Ce37cRWvM1vIGGynKcs22,Starving,74,181880,Zedd,2qxJFvFYMEDqd7ui6kSAcq,2016-07-22,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,4
1vvNmPOiUuyCbgWmtc6yfm,My Way,75,219160,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2016-09-16,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4
1Nxe6J4HuHpXjqMNhlTzpq,Walls (summer mix) (feat. Julia Church),47,183736,Julia Church,4dHGNdVhBxCJUyMk9dR727,2016-06-24,0.81,0.668,0,-6.711,1,0.0326,0.148,0.00106,0.162,0.387,120.997,4
4bU1Jfv68V1Ea9Zro51J2o,Silhouette,0,268053,Goldroom,4eZebkMFU3xelF8mbZYXyl,2016-07-11,0.702,0.651,9,-7.072,0,0.037,0.0804,0.11,0.121,0.199,114.984,4
63Qco1ncI5U4qEUnxL1DsH,Living (feat. Alex Clare),52,197733,Alex Clare,5Tf4EH8tDvznnjULcFxkIl,2016-07-15,0.762,0.821,0,-4.087,1,0.0453,0.0605,0.00341,0.141,0.858,121.98,4
1v3DeYmPl0iRhEDdZ1aUTF,Icarus,27,192256,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2016-10-07,0.809,0.859,1,-4.492,0,0.12,0.0208,6.87e-05,0.389,0.509,121.912,4
3LoLRXZgZO3FhqLdUenZKC,Belong - Aguelando Remix,19,192000,Aguelando,2kzc8LcJWU3SsrKz7mSuN4,2016-10-07,0.634,0.829,6,-3.291,1,0.029,0.0359,0.000179,0.111,0.258,119.974,4
4d3pqEn7wgILCKDhUbv1wx,I Am the Antichrist to You,0,236246,Kishi Bashi,3LVPGE5jPPwtbGslx07YR0,2013-04-30,0.329,0.265,3,-13.619,1,0.0429,0.748,0.0319,0.101,0.304,168.693,5
5Hfi7ZlAERXAvqmXUrVYa2,Wanna Lose You,37,188250,tyDi,7tOUuyCplrFWLXCZuhE3C4,2016-08-12,0.55,0.794,9,-6.707,0,0.0856,0.101,2.74e-05,0.418,0.476,159.923,4
5evMoANkwD0ppntSQEXOii,Closer (feat. Bishop),0,211200,Bishop,1cvis4SzGrDZh0zgEVqfJS,2016-09-14,0.506,0.923,2,-3.371,1,0.0776,0.0719,0.000279,0.144,0.512,125.02,4
1gwwNLcYQRnzvkBhwDjUX3,Crazy Love,51,174545,Deb’s Daughter,0lM8pgLaP7dAfY5E4jLNuj,2016-08-19,0.691,0.883,11,-1.326,0,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,4
0fMMtO0pOYIGWfbJmrqfVJ,Anywhere (feat. Will Heard),44,177596,Will Heard,39AZSw4A8hCFWunEg2k89Z,2016-09-16,0.795,0.642,8,-4.089,1,0.0425,0.0266,1.2e-05,0.0805,0.608,115.009,4
1JlNnlac0f4LWYaLVFB2ue,Good Enough (Michael Brun x The Ready Set),0,213112,Michael Brun,1HcAkAeL4xf02wzAnl7mIV,2016-05-20,0.683,0.61,5,-5.203,0,0.0344,0.00937,0.00254,0.327,0.428,125.984,4
2O9S5fAYQqHUBP4cG7NHst,Blue Sky - Michael Brun Remix,0,277804,Michael Brun,1HcAkAeL4xf02wzAnl7mIV,2015-07-17,0.691,0.754,11,-5.873,1,0.0365,0.0691,0.0745,0.0792,0.466,127.991,4
6y0igZArWVi6Iz0rj35c1Y,Never Be Like You (feat. Kai),0,234910,kai,6xHUXzrfhFgnIv86EBR3Ml,2016-01-16,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.878,4
6KZmDucZFfvxGJkrHInbix,Hey,57,215625,Afrojack,4D75GcNG95ebPtNvoNVXhz,2016-04-08,0.733,0.565,6,-6.619,0,0.0372,0.183,0.0001,0.112,0.419,127.975,4
0P6RjFd2HgG2AXJadQuGfE,Working For It,51,231813,THEY.,0pghUohLPptZWBasy2wmUx,2015-11-06,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,4
2R5hVuEMowwD8LIIy15vCM,Catch Me (feat. Naaz),0,162383,Naaz,736HGQRGr9rjG4VmmSpkz8,2015-11-13,0.56,0.916,7,-3.328,0,0.0661,0.0362,0.000963,0.102,0.585,144.933,4
4LGhw3y6MrZZRMNn68uVEW,Say You Love Me - Alex Adair Remix,46,178648,Alex Adair,1mrrvBvbrm28iYaPlJ9mG5,2014-09-28,0.645,0.621,7,-7.501,1,0.178,0.0729,0.00268,0.269,0.417,120.933,4
4vS8VaBwJJV5Ry7UFIQuoo,Lean On (feat. MØ & DJ Snake),0,176561,DJ Snake,540vIaP2JwjQb9dm3aArA4,2015-06-01,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
1XCpTCBHoG6JFzQA1mm5EX,Lovesick,0,196517,Mura Masa,5Q81rlcTFh3k6DQJXPdsot,2015-04-10,0.728,0.707,3,-7.082,0,0.306,0.143,0.218,0.0371,0.781,177.905,4
06h3McKzmxS8Bx58USHiMq,Silhouettes - Original Radio Edit,63,211880,Avicii,1vCWHaC5f2uS3yhpwWbIA6,2012-04-27,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,4
15vzANxN8G9wWfwAJLLMCg,Paris,69,221520,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2017-01-13,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,4
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),74,251088,Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,2016-10-21,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,4
4RepvCWqsP6zBuzvwYibAS,I Feel It Coming,0,269187,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,2016-11-25,0.769,0.813,0,-5.9,0,0.143,0.429,0.0,0.0952,0.567,92.985,4
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,77,220883,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2017-01-27,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4
1a5Yu5L18qNxVhXx38njON,Hear Me Now,50,192846,Zeeba,7qPLO2XOUaRrRxkvLZ3AEK,2016-01-01,0.788,0.43,11,-7.757,1,0.0419,0.537,0.00261,0.0936,0.461,121.996,4
1D3ODoXHBLpdxolZRHWV1j,By Your Side,0,201254,RAYE,5KKpBU5eC2tJDzf0wmlRp2,2016-10-28,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978,4
3R6dPfF2yBO8mHySW1XDAa,Solo Dance,59,174933,Martin Jensen,4ehtJnVumNf6xzSCDk8aLB,2016-11-04,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,4
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),76,220781,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2017-02-16,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4
1cG0umU5TKStygKsPFZ9pY,Shed a Light,59,191379,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2016-11-25,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,4
1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,75,247627,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2017-02-22,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4
6uBhi9gBXWjanegOb2Phh0,Stay,75,210091,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,2017-02-23,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),71,230813,Migos,6oMuImdp5ZcFhWP0ESe6mG,2017-02-24,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4
04AYgtKFrpldRXe5y0LNGQ,Ritual (feat. Wrabel),54,237473,Wrabel,7r2uG6BlFXKcwmh9ItqlII,2016-10-27,0.561,0.946,10,-0.899,1,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,4
2OKhsrfq07zof82QKMoWJ0,In My Head (feat. Georgia Ku),36,210000,Georgia Ku,5mYakBbBzPMQTfkVMIgiDM,2016-08-12,0.511,0.837,11,-3.815,1,0.0596,0.007,6.28e-05,0.544,0.213,141.912,4
1vjt4f0FqdukQLQJWboQaD,Easy Go,34,190912,Delaney Jane,3fuxStOqQv8TiytHeuGiE8,2016-11-04,0.681,0.923,5,-3.587,1,0.0771,0.107,0.00146,0.094,0.574,156.077,4
40f5ddoOXkHEgjEawhtHym,Another Chance - Above & Beyond Club Mix Radio Edit,0,224048,Oceanlab,0aTdKgInKeMlNnwWSa1YPT,2016-11-04,0.334,0.663,10,-4.912,1,0.0371,0.0553,2.13e-05,0.131,0.11,125.98,4
0JWeXAsgB7Bz9I87hmGpB9,Hey Baby (feat. Debs's Daughter),34,190813,Deb’s Daughter,0lM8pgLaP7dAfY5E4jLNuj,2016-10-28,0.658,0.88,6,-4.582,0,0.0845,0.0154,0.0,0.235,0.831,90.018,4
43mNwDn0zOH2HKl5B4aqcx,Falling,52,202314,Alesso,4AVFqumd2ogHFlRbKIjp1t,2017-02-03,0.703,0.728,7,-4.011,0,0.0353,0.266,0.0,0.355,0.696,116.004,4
5wRrFp0QbRIMfWrdUdanE7,ECHO (LET GO),0,245375,IZII,161mym5juYaMTRpbcVqmFf,2016-11-25,0.55,0.83,11,-4.431,1,0.0546,0.00821,0.0,0.118,0.502,133.945,4
4QcDkuGQx9824a6X9BZF4e,Places,61,202746,Ina Wroldsen,7hssUdpvtY5oiARaUDgFZ3,2016-11-25,0.728,0.854,0,-3.86,0,0.0457,0.248,0.00188,0.149,0.62,121.995,4
7dpVgrdC2trdefUVOtYRrf,Pillow Fight,36,197007,Galantis,4sTQVOfp9vEMCemLw50sbu,2016-12-15,0.515,0.857,4,-3.783,1,0.0787,0.14,0.0,0.0724,0.304,128.052,4
0eOVXBOxYwED7C72JEU5am,Don't Give Up,30,200625,Lissie,3j4FHbC5zwmYGJ7r0ZgaMt,2016-11-18,0.593,0.763,1,-4.233,0,0.0325,0.000201,0.0,0.318,0.307,128.084,4
2Hyhfzw6u3EdSdiTAzg7fP,Teardrops,18,224482,BOBI,1xf1AZDxG2g73TUwDUdigY,2016-08-12,0.66,0.893,11,-4.548,1,0.186,0.242,0.0,0.31,0.48,123.972,4
2ULg8Cw0Ckn5JDGUkCNXko,Hung Up,42,220000,Emma Gatsby,3M9RgTC9FowQjSgi7MCsof,2016-12-02,0.443,0.726,7,-3.745,1,0.167,0.416,0.0,0.369,0.37,119.824,4
6jq6rcOikCZAmjliAgAmfT,Light,60,239853,San Holo,0jNDKefhfSbLR9sFvcPLHo,2017-02-10,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,4
7Aa4m9VCUzCf1cyWJxTJY7,In My Head - Matt & Ozorio Remix,13,218376,Ozorio,2aHOCnGezMKQyaVzDqgDVp,2016-12-29,0.748,0.752,9,-7.808,0,0.0519,0.00338,0.000824,0.199,0.231,122.032,4
